Timestamp,TransactionID,AccountID,Amount,Merchant,TransactionType,Location,anomaly
133,1932,3,41763.9,7,1,1,1
134,97,4,98918.6,6,1,0,-1
135,984,6,23064.61,2,0,3,1
136,148,7,38415.22,8,0,3,1
137,1177,13,35019.02,4,2,2,1
138,607,8,59731.43,0,0,1,1
139,573,8,75826.27,0,1,1,1
140,1757,13,74789.68,8,0,0,-1
141,1039,10,9157.77,8,1,1,1
142,1986,4,88875.92,8,2,0,-1
143,779,14,32911.85,8,0,1,1
144,1950,7,40851.24,5,1,4,1
145,225,1,53264.93,4,0,0,1
146,1099,4,85122.18,7,0,4,1
147,168,1,57136.18,7,2,1,1
148,1108,4,73393.65,7,1,0,1
149,1282,2,86730.75,8,0,1,1
150,1508,14,93009.73,3,1,1,1
151,1359,3,15868.92,9,0,1,1
152,63,12,524.47,4,2,3,-1
153,1285,7,83215.1,6,2,4,1
154,80,2,98118.81,0,1,3,-1
155,1668,13,81869.76,5,1,3,1
156,287,7,34193.8,4,0,0,1
157,1907,9,6793.03,0,2,2,-1
158,1035,11,34594.85,9,1,3,1
159,1230,5,97349.16,3,1,1,1
160,1942,4,38367.39,0,2,1,1
161,1399,1,112.94,1,2,3,-1
162,345,9,42623.87,8,1,4,1
163,634,2,22084.75,1,1,0,1
164,53,2,27333.22,0,2,0,-1
165,517,3,73129.69,4,1,0,1
166,887,8,27428.78,2,1,2,1
167,1523,3,72445.02,1,0,1,1
168,952,0,65170.17,1,1,0,1
169,1121,2,96819.66,8,0,4,-1
170,372,13,77094.48,1,1,1,1
171,1277,3,3262.29,9,1,0,1
172,648,6,48157.42,6,0,0,1
173,974,9,55845.68,8,1,4,1
174,190,7,79757.93,0,0,3,1
175,384,7,47999.08,5,1,4,1
176,1699,0,95265.34,8,1,1,1
177,127,14,24212.08,8,2,0,-1
178,761,0,55969.27,1,0,3,1
179,1140,0,88254.52,0,0,0,-1
180,768,11,32216.25,5,1,3,1
181,791,1,80060.66,1,2,0,-1
182,367,13,63646.66,2,1,2,1
183,1749,14,5206.61,8,2,0,-1
184,321,13,71411.55,3,2,1,1
185,1315,12,66085.4,3,2,3,1
186,1134,1,48095.57,8,2,1,1
187,1975,11,59331.93,8,0,1,1
188,246,8,97586.77,3,0,4,1
189,729,10,65874.19,2,2,3,1
190,831,11,33238.14,7,0,1,1
191,742,3,19962.25,2,0,4,1
192,1083,6,20365.79,6,0,4,1
193,656,1,74273.23,3,0,0,1
194,1703,3,76774.71,7,2,2,1
195,1941,14,43867.16,4,2,0,-1
196,1531,6,90071.18,5,1,3,1
197,1728,8,28392.61,2,0,3,1
198,641,10,73313.97,2,2,0,1
199,1725,5,17976.51,1,1,4,1
200,1819,11,49232.86,5,0,2,1
201,122,7,9535.2,0,1,2,1
202,1200,7,85800.05,4,1,2,1
203,499,3,13096.06,6,1,1,1
204,40,8,44208.02,9,0,3,1
205,1827,5,14584.2,4,1,0,1
206,1460,14,16712.52,3,0,1,1
207,1064,6,66383.81,4,0,2,1
208,730,3,44642.4,5,1,4,1
209,1046,7,98669.43,8,1,4,1
210,51,1,3943.96,6,1,4,-1
211,869,2,31622.45,0,1,0,1
212,1434,9,98663.15,7,1,1,1
213,290,7,32319.83,8,1,1,1
214,227,12,66689.76,3,1,4,1
215,1232,7,20193.33,6,2,4,1
216,323,12,67263.49,5,0,3,1
217,243,12,97863.34,9,2,3,-1
218,189,1,86891.81,7,0,0,-1
219,1985,13,79553.08,3,0,2,1
220,192,6,65891.96,4,0,2,1
221,697,5,65787.95,1,2,2,1
222,207,14,99333.76,8,0,4,-1
223,205,14,10919.87,1,0,0,-1
224,710,8,80786.52,1,0,2,1
225,339,8,86891.37,0,2,2,1
226,1695,6,63024.57,9,1,4,1
227,1044,3,54854.49,0,0,2,1
228,1213,3,1476.56,2,2,3,1
229,1958,5,50049.53,4,2,3,1
230,1394,3,2573.95,9,0,0,-1
231,176,7,52667.11,3,1,1,1
232,1938,12,81300.44,1,1,1,1
233,8,10,19585.84,6,1,4,1
234,166,6,24355.79,2,1,0,1
235,1765,4,35168.75,1,2,4,1
236,1960,10,28494.44,2,2,0,1
237,1634,7,39996.52,3,2,2,1
238,1279,2,12331.03,9,1,4,1
239,656,12,29534.88,0,2,4,1
240,1220,13,96293.06,3,2,2,1
241,219,13,52654.65,6,2,4,1
242,1696,3,22815.7,8,1,3,1
243,1982,1,36083.64,9,0,3,-1
244,1843,10,30213.03,7,1,0,1
245,95,12,66758.31,1,1,0,1
246,1105,0,42400.24,4,1,2,1
247,1426,3,86281.08,6,0,2,1
248,1625,10,64200.73,6,1,3,1
249,1965,5,63205.23,8,2,2,1
250,1745,8,59708.72,1,1,3,1
251,443,4,71762.6,0,1,0,1
252,1226,8,60325.91,5,2,4,1
253,9,9,8574.97,0,1,2,1
254,1609,0,22673.37,8,1,0,1
255,896,0,83187.99,4,1,4,1
256,1751,11,59285.27,2,2,0,1
257,1313,1,33306.86,5,2,0,1
258,1745,11,55782.76,1,1,0,1
259,321,11,56234.06,3,0,4,1
260,559,6,75486.23,6,2,2,1
261,1500,3,34763.68,7,1,4,1
262,339,3,97416.72,5,0,0,-1
263,996,13,54000.31,8,2,4,1
264,122,11,25712.16,7,1,2,1
265,17,3,78204.99,1,0,0,-1
266,1424,12,26318.63,1,0,4,1
267,1745,2,23913.14,0,1,1,1
268,229,5,44725.78,3,2,1,1
269,1341,2,57462.99,4,2,0,1
270,294,0,11645.48,1,0,1,-1
271,204,13,53252.79,5,1,0,1
272,613,14,32259.57,2,2,1,1
273,335,8,34616.51,3,2,3,1
274,625,7,13261.14,5,0,0,1
275,1944,5,13928.41,5,2,4,1
276,513,8,95280.22,5,0,4,1
277,159,7,6826.55,1,0,0,-1
278,220,3,77674.6,3,2,4,1
279,948,6,64086.22,1,1,1,1
280,1208,8,56448.46,1,2,2,1
281,1603,5,99486.68,7,1,2,1
282,1981,8,17074.77,4,0,0,-1
283,1001,5,10113.57,0,1,2,1
284,13,12,22088.05,3,2,3,1
285,98,10,88661.56,2,1,1,1
286,1911,11,82755.51,4,0,4,1
287,1457,12,41621.24,4,2,4,1
288,1612,12,13719.6,6,0,2,1
289,43,10,83431.99,4,0,3,1
290,812,9,37147.14,0,1,4,1
291,1232,12,14932.29,3,2,0,1
292,1583,3,65174.55,2,0,4,1
293,513,4,45950.08,4,2,4,1
294,1584,14,10223.93,7,0,2,1
295,323,7,43765.94,0,2,3,1
296,946,3,78119.23,6,2,1,1
297,1696,13,22704.2,0,1,4,1
298,1408,10,73746.0,0,1,4,1
299,38,4,3811.8,6,1,2,1
300,718,8,7134.96,7,0,4,1
301,534,10,38765.65,3,1,0,1
302,1332,8,66140.45,2,1,3,1
303,318,10,66033.67,7,2,0,1
304,403,6,78250.67,7,0,2,1
305,1958,6,20576.67,0,2,0,-1
306,684,14,64393.99,9,1,3,1
307,893,10,12532.1,7,2,4,1
308,798,6,52081.61,1,1,3,1
309,1759,0,92809.08,6,0,2,-1
310,1431,2,55013.69,9,0,3,1
311,1767,9,24076.86,4,1,2,1
312,1875,10,28597.82,6,1,2,1
313,1756,14,54406.22,4,0,4,-1
314,737,13,74821.71,6,1,0,1
315,846,2,32012.78,5,1,2,1
316,1483,3,4326.94,1,2,4,-1
317,1127,6,9196.17,1,1,1,1
318,481,13,34244.94,5,1,4,1
319,807,0,50840.97,5,1,4,1
320,62,12,57721.51,8,0,3,1
321,236,13,24675.42,4,1,2,1
322,1028,13,19403.45,9,2,1,1
323,1415,1,74237.38,6,1,1,1
324,102,14,37532.24,8,2,3,-1
325,1559,1,3540.78,0,2,2,-1
326,493,10,36800.4,2,1,1,1
327,141,1,36837.27,3,2,1,1
328,199,10,66307.57,5,1,4,1
329,1115,11,16696.84,8,0,0,1
330,1193,12,87427.5,2,0,3,1
331,89,9,56070.4,7,2,3,1
332,1044,6,2303.05,2,0,1,1
333,1341,13,33430.49,9,2,4,-1
334,1919,9,51731.73,3,2,2,1
335,232,0,8869.16,3,0,1,-1
336,1418,2,76661.19,8,2,4,1
337,679,0,63758.95,3,1,1,1
338,1332,11,99112.73,6,0,3,1
339,473,10,18455.78,9,2,1,1
340,1970,2,2428.93,5,0,2,-1
341,1003,8,94068.52,9,1,3,1
342,1535,4,46178.66,3,0,4,1
343,110,10,70604.84,9,2,3,1
344,1924,0,78023.5,3,2,2,1
345,231,5,61026.41,8,1,0,1
346,765,14,95661.9,7,2,0,-1
347,1893,8,27568.48,7,2,3,1
348,838,4,26821.22,8,0,0,1
349,802,2,6274.69,9,1,2,1
350,620,9,31525.8,6,2,3,1
351,1636,13,54836.58,7,1,4,1
352,502,1,41885.14,8,0,3,1
353,1123,7,14505.06,6,2,4,1
354,1982,0,46398.61,8,0,0,-1
355,1384,14,2213.3,4,1,3,1
356,21,12,68378.57,0,0,4,-1
357,1526,7,40403.75,8,1,2,1
358,1477,7,8181.72,5,2,2,1
359,1825,10,14104.55,5,0,3,1
360,1825,7,86200.07,2,0,0,1
361,1272,6,51255.14,9,1,1,1
362,951,0,20144.36,6,0,0,-1
363,199,6,75844.92,3,2,4,1
364,1766,11,16170.36,8,2,0,1
365,58,0,2726.47,8,2,1,-1
366,1103,3,53874.79,3,1,0,1
367,907,14,39744.17,2,0,1,1
368,1754,13,18680.46,7,0,0,-1
369,1428,10,31241.79,8,1,3,1
370,1505,3,69592.95,1,1,1,1
371,1863,8,89719.66,7,2,2,1
372,1135,0,3348.03,7,0,0,-1
373,1653,2,31323.07,5,2,1,1
374,1494,14,80362.32,6,0,4,-1
375,1014,10,66795.32,1,2,3,1
376,844,2,16231.72,4,0,1,1
377,1282,9,71938.17,1,2,4,1
378,1142,4,33690.68,8,2,3,1
379,1607,8,75960.65,8,1,3,1
380,1937,3,45931.93,4,2,1,1
381,1542,3,52548.24,4,2,2,1
382,1979,8,14205.78,8,1,3,1
383,377,2,65118.25,5,0,4,1
384,1579,2,84375.3,2,0,0,-1
385,1881,7,32517.15,7,1,2,1
386,761,3,99174.34,6,1,1,1
387,1463,1,51270.35,5,1,4,1
388,1142,14,30401.6,3,2,0,1
389,1401,0,76608.82,2,0,3,1
390,156,0,87423.93,6,1,1,1
391,421,13,37956.5,3,0,1,1
392,760,5,80237.41,3,0,2,1
393,1361,13,2727.23,5,1,2,1
394,1811,5,91077.91,9,1,2,1
395,1205,9,98180.05,8,1,0,1
396,444,14,28159.3,3,2,4,1
397,949,9,9662.48,8,0,0,1
398,1877,5,59839.76,2,0,1,1
399,1261,5,59884.84,3,2,2,1
400,736,5,34047.18,7,1,4,1
401,97,0,28536.18,2,1,3,1
402,549,6,65885.92,3,0,1,1
403,788,0,73759.2,8,0,2,1
404,388,8,82930.39,7,0,4,1
405,1271,6,8229.88,5,2,2,1
406,1621,1,16490.82,5,0,1,1
407,639,9,78882.34,2,1,0,1
408,1490,9,38457.29,2,2,0,1
409,1045,13,60069.1,6,0,2,1
410,677,12,40703.12,5,0,3,1
411,1042,4,47254.61,9,1,1,1
412,451,1,97153.55,0,1,1,1
413,508,4,47434.1,0,0,4,1
414,1997,0,776.33,7,1,0,-1
415,1880,0,33892.68,4,0,2,1
416,1672,5,39685.72,5,2,2,1
417,892,13,8718.41,8,0,4,-1
418,1799,2,50746.12,8,1,4,1
419,810,2,4494.91,0,1,0,-1
420,1538,13,67097.59,0,0,3,1
421,35,3,82121.62,7,0,1,1
422,823,12,71760.04,6,0,0,1
423,1834,7,11457.62,0,1,0,1
424,1549,10,12111.29,7,0,2,1
425,1259,1,32114.9,8,1,3,1
426,1954,4,67870.21,1,1,1,1
427,1108,1,50220.34,2,2,2,1
428,448,12,87371.12,3,2,1,1
429,1588,7,53003.85,2,2,3,1
430,119,14,42209.21,2,1,2,1
431,374,4,39942.88,4,0,2,1
432,170,6,46666.11,7,0,0,1
433,1197,11,85185.61,3,1,4,1
434,1306,14,30638.29,9,2,0,-1
435,432,7,38430.12,2,1,2,1
436,98,12,31893.49,9,1,2,1
437,160,9,39303.49,7,1,3,1
438,1379,3,43058.63,3,0,2,1
439,243,6,15454.43,9,2,0,-1
440,494,2,38593.59,0,0,4,1
441,464,7,84173.92,7,2,2,1
442,63,9,16744.3,1,0,1,1
443,672,2,13587.55,9,1,1,1
444,1387,2,16010.89,1,2,1,1
445,279,6,48790.24,9,0,3,1
446,279,10,95592.32,4,1,0,1
447,1762,3,54542.66,3,0,4,1
448,846,11,54145.35,4,0,2,1
449,1038,7,16842.01,4,1,1,1
450,1887,1,82683.23,2,2,2,1
451,1269,5,67741.96,4,1,0,1
452,583,0,58050.96,7,0,1,1
453,1899,6,81677.53,3,1,4,1
454,1193,8,88032.67,7,2,2,1
455,765,1,46149.94,6,0,0,1
456,1464,0,71091.36,5,1,1,1
457,159,7,72217.1,5,0,1,1
458,570,3,5783.53,7,0,3,1
459,610,11,14888.11,2,2,0,1
460,859,9,86356.12,6,2,0,1
461,142,2,20330.28,7,1,1,1
462,1684,14,36233.19,0,1,4,1
463,1971,2,40764.35,2,1,0,1
464,1893,4,47653.57,8,0,2,1
465,1264,0,29850.51,7,1,1,1
466,1382,10,51048.14,6,2,4,1
467,835,2,87206.11,9,2,4,1
468,255,7,33347.4,2,2,2,1
469,843,6,99054.7,1,2,2,1
470,571,12,241.73,2,0,0,-1
471,1167,10,74050.21,4,0,4,1
472,978,14,76613.93,3,1,3,1
473,1671,13,39916.03,1,2,0,1
474,1350,6,6610.32,2,1,0,1
475,1108,4,69778.65,2,1,3,1
476,1929,0,50067.42,9,2,0,-1
477,1248,7,71013.9,7,1,0,1
478,351,12,40136.59,6,2,1,1
479,728,4,58329.92,6,0,2,1
480,287,5,97898.32,4,1,4,1
481,903,14,75963.55,0,1,3,1
482,40,9,62482.14,3,2,3,1
483,1348,5,82255.25,7,1,0,1
484,256,2,77536.86,1,1,3,1
485,1834,13,62959.47,8,0,2,1
486,1990,0,51117.8,9,2,2,-1
487,409,13,83935.46,8,2,4,-1
488,1934,14,8280.72,8,0,1,-1
489,760,14,84272.76,3,2,1,1
490,457,8,90995.21,7,1,4,1
491,1336,1,4238.75,0,1,2,1
492,1592,12,446.28,6,0,4,-1
493,1151,4,18288.9,7,1,2,1
494,530,6,94398.79,8,0,0,1
495,1976,8,64418.48,9,0,4,-1
496,586,12,50045.11,8,1,3,1
497,881,5,77080.35,8,1,2,1
498,43,7,55211.42,3,1,3,1
499,615,14,65738.77,5,2,2,1
500,140,4,75404.76,1,0,0,-1
501,1194,8,31569.58,4,2,2,1
502,1285,10,28748.09,2,0,2,1
503,1433,11,78203.71,4,1,4,1
504,680,5,24196.47,5,2,2,1
505,1853,5,41370.13,8,1,2,1
506,895,11,26674.85,8,2,0,1
507,1842,11,76233.28,6,1,2,1
508,46,3,97601.62,5,0,3,1
509,805,6,80717.48,1,0,4,1
510,1628,0,73905.27,6,0,0,1
511,615,2,66304.1,6,1,1,1
512,1397,2,82978.01,6,0,4,1
513,266,2,30298.54,2,0,2,1
514,634,7,60333.15,6,2,0,1
515,697,13,94273.0,4,2,1,1
516,187,3,77695.03,0,1,3,1
517,575,12,14088.89,9,0,3,1
518,1453,4,27630.97,4,1,0,1
519,1106,2,80987.92,3,2,0,1
520,660,6,6072.29,1,2,2,1
521,1008,10,49736.27,8,1,2,1
522,1940,11,52970.68,9,0,4,-1
523,462,11,92866.74,1,2,3,1
524,1226,4,45865.21,2,2,4,1
525,1468,3,89768.49,0,0,1,1
526,1260,7,85379.95,5,0,0,1
527,991,3,99481.98,9,2,2,1
528,397,2,45901.76,1,1,3,1
529,601,11,19018.86,2,0,1,1
530,279,7,69834.13,4,2,3,1
531,303,13,16175.53,7,2,0,-1
532,1439,5,64065.11,6,0,1,1
533,691,13,76360.27,5,0,4,1
534,1711,9,35709.36,9,1,1,1
535,837,1,32173.78,1,1,1,1
536,1767,10,24588.29,2,0,4,1
537,1,9,28895.61,7,1,1,1
538,1496,8,49472.57,8,0,2,1
539,955,9,9081.26,2,1,2,1
540,427,2,27562.04,0,2,4,-1
541,179,4,56411.76,1,0,3,1
542,882,1,87736.79,3,1,3,1
543,1240,2,75179.7,4,2,2,1
544,474,11,86678.37,8,0,0,1
545,1677,2,56336.83,4,1,0,1
546,1203,8,28256.78,6,1,3,1
547,1503,10,41950.6,3,1,3,1
548,1822,6,54455.13,7,0,1,1
549,135,12,3290.63,8,1,0,1
550,1017,6,87950.86,0,1,1,1
551,1334,6,33225.78,1,0,3,1
552,33,8,51570.78,0,1,4,1
553,304,9,42528.57,4,1,4,1
554,950,14,11.16,8,2,4,-1
555,944,1,20064.02,6,2,4,1
556,381,9,23049.36,2,2,0,1
557,1827,11,73175.16,3,1,2,1
558,1099,4,42268.69,1,2,4,1
559,1486,2,27151.14,8,2,1,1
560,81,11,40581.06,7,2,4,-1
561,1235,10,14968.65,6,1,3,1
562,253,2,26909.27,8,0,1,1
563,562,1,48191.93,0,1,2,1
564,733,10,56013.57,0,0,2,1
565,1515,9,97242.28,7,2,1,1
566,249,0,12211.83,9,1,4,-1
567,737,14,27414.42,8,0,2,1
568,185,11,33567.69,3,0,1,1
569,403,6,76474.27,6,0,2,1
570,1959,1,16311.9,3,2,2,1
571,1835,2,83901.34,7,2,3,1
572,918,5,84329.38,6,1,4,1
573,973,11,54647.57,0,1,4,1
574,1034,10,71848.21,5,0,1,1
575,1621,3,22680.47,9,0,0,-1
576,134,9,62506.67,1,2,1,1
577,1238,10,7098.45,7,1,1,1
578,724,12,90609.65,1,0,2,1
579,42,5,39074.3,4,1,0,1
580,474,11,33411.66,8,2,4,1
581,201,13,78378.15,1,0,1,1
582,1696,10,7220.39,6,0,4,-1
583,122,11,73351.34,6,2,1,1
584,312,11,60114.26,3,0,3,1
585,1813,1,91473.96,7,2,4,-1
586,1115,0,10321.11,9,0,0,-1
587,382,14,73791.12,9,0,2,1
588,840,0,39767.26,2,2,3,1
589,411,8,26860.69,7,2,3,1
