date,amount,customer_id,transaction_type,is_known_anomaly,z_score,anomaly_zscore,anomaly_iforest
2024-03-05,1203.1314555985496,1005,payment,False,-0.0554098416594986,False,False
2024-03-06,1339.0600071427057,1006,payment,False,0.045657439915661374,False,False
2024-03-07,981.9974696049165,1013,payment,False,-0.2198301240384794,False,False
2024-03-08,1250.883224473006,1010,payment,False,-0.019904854548833385,False,False
2024-03-09,1090.4090062619084,1012,payment,False,-0.1392226344651894,False,False
2024-03-10,838.7200613487189,1001,payment,False,-0.32636151865048085,False,False
2024-03-11,1090.3489013771034,1006,refund,False,-0.1392673243941824,False,False
2024-03-12,1384.5091416164923,1019,payment,False,0.07945034375394987,False,False
2024-03-13,991.0434902225121,1003,payment,False,-0.21310411465702697,False,False
2024-03-14,1391.1609139535017,1007,transfer,False,0.08439615197541094,False,False
2024-03-15,345.0637239775639,1019,refund,False,-0.6934109978340005,False,False
2024-03-16,1205.4756260938059,1018,transfer,False,-0.0536668749552055,False,False
2024-03-17,1021.7617670595428,1012,refund,False,-0.19026408068827416,False,False
2024-03-18,925.2481623835331,1013,payment,False,-0.2620250723917373,False,False
2024-03-19,1022.9401941338756,1009,payment,False,-0.1893878819825247,False,False
2024-03-20,4133.257664264778,1010,payment,True,2.123233918005852,False,True
2024-03-21,945.082028040622,1001,payment,False,-0.24727795074351072,False,False
2024-03-22,1089.2781428779367,1008,payment,False,-0.14006346802629577,False,False
2024-03-23,9436.557267901155,1016,payment,True,6.066408977471094,True,True
2024-03-24,870.4324454315881,1002,payment,False,-0.30278233373963603,False,False
2024-03-25,797.8765992767031,1005,refund,False,-0.35672995585402034,False,False
2024-03-26,874.5607391038659,1004,refund,False,-0.2997128136552885,False,False
2024-03-27,1228.8505294255185,1004,payment,False,-0.036286877081462894,False,False
2024-03-28,1082.1877774149211,1014,refund,False,-0.1453353844454787,False,False
2024-03-29,867.5599490582404,1016,payment,False,-0.30491812784978256,False,False
2024-03-30,1128.316858278339,1008,transfer,False,-0.11103691843915267,False,False
2024-03-31,1024.2693873370101,1002,payment,False,-0.18839958377583524,False,False
2024-04-01,1242.1612476332223,1019,transfer,False,-0.02638992688385416,False,False
2024-04-02,824.4867265306619,1016,payment,False,-0.3369444641867083,False,False
2024-04-03,918.0844633505579,1009,payment,False,-0.26735151469587826,False,False
2024-04-04,901.9729617169606,1002,payment,False,-0.27933093810400944,False,False
2024-04-05,634.1212629669703,1017,payment,False,-0.47848735337086545,False,False
2024-04-06,1074.030069266144,1017,payment,False,-0.15140090472885054,False,False
2024-04-07,1065.2638180449724,1016,payment,False,-0.15791889650073324,False,False
2024-04-08,1001.2783641606152,1002,payment,False,-0.20549415431802856,False,False
2024-04-09,941.3532166562132,1002,payment,False,-0.25005044280531485,False,False
2024-04-10,646.1573144873964,1005,payment,False,-0.46953815914898134,False,False
2024-04-11,894.8386693086602,1012,transfer,False,-0.28463551563005624,False,False
2024-04-12,914.3213708683077,1014,payment,False,-0.27014949586448805,False,False
2024-04-13,799.4306826945952,1008,payment,False,-0.35557444448718023,False,False
2024-04-14,959.6785720834977,1003,payment,False,-0.23642494738220948,False,False
2024-04-15,1101.0127142036347,1013,refund,False,-0.13133843409585733,False,False
2024-04-16,1471.5464753026326,1004,payment,False,0.14416542098590826,False,False
2024-04-17,1043.6444532079597,1001,transfer,False,-0.1739935946317486,False,False
2024-04-18,1064.387597680691,1010,refund,False,-0.15857039472735818,False,False
2024-04-19,981.3885210584582,1008,payment,False,-0.22028289701009232,False,False
2024-04-20,520.3071961752396,1002,payment,False,-0.563111799118139,False,False
2024-04-21,993.3715311376958,1008,transfer,False,-0.2113731408180471,False,False
2024-04-22,1015.0575524852566,1002,refund,False,-0.19524888141205415,False,False
2024-04-23,1615.8105281213216,1001,payment,False,0.25143041779317415,False,False
2024-04-24,951.9097588047193,1011,payment,False,-0.2422013117312114,False,False
2024-04-25,1075.3868355834031,1009,refund,False,-0.1503921050185588,False,False
2024-04-26,991.3220575736892,1008,payment,False,-0.21289699080703936,False,False
2024-04-27,707.830490595117,1014,transfer,False,-0.4236821547664981,False,False
2024-04-28,1285.7057036287551,1007,payment,False,0.005986786802438995,False,False
2024-04-29,1187.9832581716935,1004,payment,False,-0.06667301718299294,False,False
2024-04-30,1197.7579867607617,1010,refund,False,-0.059405189817737715,False,False
2024-05-01,772.6531363013153,1001,payment,False,-0.3754844177082396,False,False
2024-05-02,1350.6985777340249,1014,payment,False,0.05431109419007717,False,False
2024-05-03,649.5372343019299,1005,payment,False,-0.46702507927197007,False,False
2024-05-04,1146.7142734500676,1007,payment,False,-0.09735784426162636,False,False
2024-05-05,1547.6139064524946,1004,payment,False,0.2007240203043508,False,False
2024-05-06,752.3659187173279,1015,payment,False,-0.3905686212007732,False,False
2024-05-07,858.425567599307,1017,payment,False,-0.31170983637928196,False,False
2024-05-08,1024.9128412719103,1005,refund,False,-0.18792115493008918,False,False
2024-05-09,874.1310864709502,1004,payment,False,-0.3000322743067639,False,False
2024-05-10,612.3341422334668,1015,payment,False,-0.4946867834454934,False,False
2024-05-11,1017.1407437015068,1012,payment,False,-0.19369996125631136,False,False
2024-05-12,734.4240715684738,1004,transfer,False,-0.4039089657948422,False,False
2024-05-13,1118.3981076587954,1012,refund,False,-0.11841183084976237,False,False
2024-05-14,770.1439414415493,1016,payment,False,-0.3773500853736273,False,False
2024-05-15,1387.483601254385,1017,payment,False,0.08166195085445795,False,False
2024-05-16,804.1866769159408,1007,payment,False,-0.35203820870979524,False,False
2024-05-17,919.4846209485811,1012,refund,False,-0.2663104521626471,False,False
2024-05-18,1203.3793043424175,1018,transfer,False,-0.055225558089196485,False,False
2024-05-19,692.2839208915111,1002,payment,False,-0.4352415329833091,False,False
2024-05-20,1056.8649836510324,1007,refund,False,-0.16416370195883984,False,False
2024-05-21,1326.785688570607,1001,refund,False,0.03653108642202809,False,False
2024-05-22,598.1291913596931,1007,payment,False,-0.5052486245996282,False,False
2024-05-23,1046.1584646330762,1012,payment,False,-0.1721243456939868,False,False
2024-05-24,1064.9706985621058,1012,payment,False,-0.1581368403320586,False,False
2024-05-25,1195.4557179443277,1000,payment,False,-0.061117001266391725,False,False
2024-05-26,690.7623222804796,1005,transfer,False,-0.43637289084388,False,False
2024-05-27,669.8858467289309,1018,payment,False,-0.4518952267247262,False,False
2024-05-28,1130.4853914042244,1015,payment,False,-0.10942454380888426,False,False
2024-05-29,1074.2461683082965,1007,payment,False,-0.151240228090328,False,False
2024-05-30,1062.6232125864692,1000,payment,False,-0.15988227220342177,False,False
2024-05-31,1086.6120523742438,1015,payment,False,-0.14204579268568904,False,False
2024-06-01,829.9938196053773,1008,payment,False,-0.33284976207946143,False,False
2024-06-02,1058.0634242902509,1012,payment,False,-0.16327262251924424,False,False
2024-06-03,1073.2681183246702,1010,payment,False,-0.1519674399377788,False,False
2024-06-04,821.412145493408,1012,payment,False,-0.3392305147911455,False,False
2024-06-05,1466.4436277861892,1009,payment,False,0.14037128854705883,False,False
2024-06-06,1118.4582302279468,1003,payment,False,-0.1183671277718849,False,False
2024-06-07,702.1741256993378,1005,payment,False,-0.42788784530847274,False,False
2024-06-08,1164.1384021584574,1006,payment,False,-0.08440244009989949,False,False
2024-06-09,756.3295824431697,1004,payment,False,-0.38762150881490504,False,False
2024-06-10,1196.771150935613,1010,payment,False,-0.06013893422298408,False,False
2024-06-11,4334.730009474202,1012,payment,True,2.27303513350894,False,True
2024-06-12,794.8294204120724,1018,refund,False,-0.35899563205539936,False,False
2024-06-13,1240.8440323110804,1009,payment,False,-0.02736931914799365,False,False
2024-06-14,1103.1952317341245,1009,payment,False,-0.12971566160773085,False,False
2024-06-15,1205.5150399986226,1010,refund,False,-0.05363756944013283,False,False
2024-06-16,1474.198245663487,1006,payment,False,0.14613709815518977,False,False
2024-06-17,938.6529709992824,1017,payment,False,-0.252058162927621,False,False
2024-06-18,811.5659589106276,1003,transfer,False,-0.3465514734896583,False,False
2024-06-19,777.6213925936191,1001,refund,False,-0.3717903582047164,False,False
2024-06-20,796.0474287586404,1013,payment,False,-0.35809000339147956,False,False
2024-06-21,980.7245726464739,1012,payment,False,-0.22077656416348354,False,False
2024-06-22,1085.287993704161,1011,payment,False,-0.14303027320071776,False,False
2024-06-23,1069.1726998325048,1006,payment,False,-0.15501251626069792,False,False
2024-06-24,1206.795812259006,1001,payment,False,-0.052685273773009696,False,False
2024-06-25,1003.2504729694767,1012,payment,False,-0.20402782753077284,False,False
2024-06-26,1363.3835192893293,1013,payment,False,0.06374275917414741,False,False
2024-06-27,933.835791690511,1016,payment,False,-0.2556398917996416,False,False
2024-06-28,1680.0422916474047,1008,refund,False,0.2991888148084687,False,False
2024-06-29,1156.4168369412516,1016,payment,False,-0.09014367398448767,False,False
2024-06-30,785.7106108959293,1007,payment,False,-0.36577576234097,False,False
2024-07-01,732.2768754847219,1001,payment,False,-0.4055054756430556,False,False
2024-07-02,1120.6181038107964,1012,payment,False,-0.11676119179239579,False,False
2024-07-03,944.1343036685373,1002,payment,False,-0.24798261451636064,False,False
2024-07-04,1178.500123523023,1015,payment,False,-0.07372403500716948,False,False
2024-07-05,1118.3094061433862,1005,payment,False,-0.11847778330001775,False,False
2024-07-06,981.7927718357818,1018,payment,False,-0.2199823234611609,False,False
2024-07-07,788.3015704828988,1006,payment,False,-0.36384929995208004,False,False
2024-07-08,621.2881938285338,1009,payment,False,-0.4880291560116927,False,False
2024-07-09,888.3712619832447,1008,payment,False,-0.2894442424927616,False,False
2024-07-10,1214.099698580868,1001,payment,False,-0.04725459767811433,False,False
2024-07-11,1053.523436032551,1014,transfer,False,-0.16664825086499188,False,False
2024-07-12,688.565305322003,1004,payment,False,-0.43800644412643386,False,False
2024-07-13,1043.2952314627955,1003,payment,False,-0.17425325231256492,False,False
2024-07-14,1096.329344932209,1019,payment,False,-0.13482067087023994,False,False
2024-07-15,779.0356409497167,1003,payment,False,-0.3707388187363767,False,False
2024-07-16,1038.4312764863819,1017,transfer,False,-0.17786976040880847,False,False
2024-07-17,1014.5521796114999,1003,payment,False,-0.1956246425156058,False,False
2024-07-18,714.2574255423442,1016,refund,False,-0.41890352042810713,False,False
2024-07-19,1089.4468400870708,1011,payment,False,-0.13993803618623857,False,False
2024-07-20,1140.1961315920587,1016,payment,False,-0.10220429389289622,False,False
2024-07-21,1270.7628107938192,1009,payment,False,-0.0051237381059744845,False,False
2024-07-22,1263.4505130087257,1000,refund,False,-0.010560668396277699,False,False
2024-07-23,655.5826580107273,1017,payment,False,-0.4625301108986795,False,False
2024-07-24,765.5437400212193,1017,payment,False,-0.38077048415643866,False,False
2024-07-25,1128.758816802165,1013,transfer,False,-0.11070830795912734,False,False
2024-07-26,1128.4464877280523,1014,payment,False,-0.11094053474385261,False,False
2024-07-27,1128.761921576512,1011,payment,False,-0.11070599945881907,False,False
2024-07-28,1963.1828726636804,1003,payment,False,0.5097130093345202,False,False
2024-07-29,1142.7226276732918,1002,transfer,False,-0.10032576220886241,False,False
2024-07-30,1283.8914100451498,1019,payment,False,0.004637800747697695,False,False
2024-07-31,1238.5004408733007,1011,refund,False,-0.02911185530429387,False,False
2024-08-01,1162.8478128264496,1006,refund,False,-0.08536203507780639,False,False
2024-08-02,921.1826888399136,1010,payment,False,-0.2650478836753246,False,False
2024-08-03,1189.7423051233168,1000,payment,False,-0.06536510878888424,False,False
2024-08-04,6203.7774014862325,1005,payment,True,3.662732418589144,True,True
2024-08-05,940.7953483149978,1014,payment,False,-0.2504652359895501,False,False
2024-08-06,878.6591130427241,1014,refund,False,-0.2966655398620095,False,False
2024-08-07,1020.4685348465806,1018,transfer,False,-0.19122564073378862,False,False
2024-08-08,1578.664641668377,1010,payment,False,0.22381124784800552,False,False
2024-08-09,533.183701852063,1001,payment,False,-0.5535377000038635,False,False
2024-08-10,1171.5650475936284,1013,payment,False,-0.07888048862739026,False,False
2024-08-11,596.821032202587,1001,payment,False,-0.5062212833116826,False,False
2024-08-12,882.0170335526416,1003,payment,False,-0.2941688171806633,False,False
2024-08-13,1272.2376492418416,1016,payment,False,-0.004027147941429607,False,False
2024-08-14,7647.6078065028705,1002,payment,True,4.736267098631627,True,True
2024-08-15,730.5638055176735,1012,payment,False,-0.4067791986596758,False,False
2024-08-16,821.174072685008,1008,payment,False,-0.3394075296367288,False,False
2024-08-17,1169.899437233669,1006,payment,False,-0.08011892388865202,False,False
2024-08-18,817.4083420707159,1014,payment,False,-0.3422074723419759,False,False
2024-08-19,1054.1146473954936,1010,refund,False,-0.16620866606393153,False,False
2024-08-20,1011.3929599759534,1019,payment,False,-0.1979736246598011,False,False
2024-08-21,837.0999130985457,1001,transfer,False,-0.32756615136033923,False,False
2024-08-22,1535.9860223313315,1014,transfer,False,0.19207831176669188,False,False
2024-08-23,1158.4797555795028,1013,payment,False,-0.08860982714723178,False,False
2024-08-24,493.7143533355982,1019,refund,False,-0.5828844392634652,False,False
2024-08-25,1046.613578692357,1010,payment,False,-0.171785953647168,False,False
2024-08-26,834.553383807903,1002,payment,False,-0.3294595783845592,False,False
2024-08-27,1213.108333699056,1016,payment,False,-0.04799170958371193,False,False
2024-08-28,5338.0810656549365,1011,payment,True,3.0190591480502182,True,True
2024-08-29,971.3158896332752,1014,payment,False,-0.22777222478477308,False,False
2024-08-30,1126.2468197451142,1015,payment,False,-0.11257605914897546,False,False
2024-08-31,1216.4387985425303,1004,payment,False,-0.045515401079811994,False,False
2024-09-01,699.9258982360559,1019,payment,False,-0.4295594752603501,False,False
2024-09-02,916.3746910397629,1005,payment,False,-0.26862278579824417,False,False
2024-09-03,881.2636722097609,1018,refund,False,-0.2947289657447715,False,False
2024-09-04,6569.704205122711,1004,payment,True,3.934810851551863,True,True
2024-09-05,1441.3635600702742,1002,payment,False,0.12172344571364907,False,False
2024-09-06,1101.245427740239,1000,refund,False,-0.13116540404247157,False,False
2024-09-07,684.7790114162387,1005,payment,False,-0.440821676305053,False,False
2024-09-08,1229.4654867636941,1014,payment,False,-0.0358296363785491,False,False
2024-09-09,1530.5390492531583,1001,payment,False,0.18802831082450414,False,False
2024-09-10,1258.1163151377868,1002,payment,False,-0.014526817318453669,False,False
2024-09-11,620.1575085114966,1016,transfer,False,-0.48886985717426473,False,False
2024-09-12,878.9414817834372,1011,payment,False,-0.2964555895557532,False,False
2024-09-13,1316.7277872966556,1017,transfer,False,0.029052710991981808,False,False
2024-09-14,823.0826335953049,1014,payment,False,-0.33798845277073536,False,False
2024-09-15,1110.954857036557,1011,payment,False,-0.12394612881679304,False,False
2024-09-16,1193.6585133573342,1015,payment,False,-0.062453281098541924,False,False
2024-09-17,768.2673821054793,1007,payment,False,-0.3787453680324693,False,False
2024-09-18,985.1186609845499,1013,payment,False,-0.2175094171345079,False,False
2024-09-19,189.6831649827319,1016,transfer,False,-0.8089414771103508,False,True
2024-09-20,743.9030896664276,1007,refund,False,-0.39686100875948216,False,False
2024-09-21,936.8579621517099,1014,payment,False,-0.25339281015637916,False,False
2024-09-22,688.0542045087876,1013,transfer,False,-0.43838646413853377,False,False
2024-09-23,1408.1028259829088,1017,refund,False,0.09699301241456197,False,False
2024-09-24,2126.017095596552,1019,payment,True,0.630785529215546,False,True
2024-09-25,889.9888783257541,1006,payment,False,-0.28824149233827434,False,False
2024-09-26,1032.6851443215228,1002,payment,False,-0.1821421958234185,False,False
2024-09-27,1360.3183222665289,1011,payment,False,0.061463685888458186,False,False
2024-09-28,641.0344622051401,1002,payment,False,-0.4733471657792812,False,False
2024-09-29,1290.79093803874,1019,payment,False,0.009767823326047344,False,False
2024-09-30,1002.5582652548968,1013,refund,False,-0.20454250639112412,False,False
2024-10-01,754.6228372380123,1014,payment,False,-0.38889052916616407,False,False
2024-10-02,1115.5258685658177,1013,payment,False,-0.120547433663619,False,False
2024-10-03,1049.7649238933675,1006,transfer,False,-0.16944282640014807,False,False
2024-10-04,849.9457807103013,1016,transfer,False,-0.31801483263998354,False,False
2024-10-05,3873.407832002122,1011,payment,True,1.930027149698484,False,True
2024-10-06,903.6716007845599,1019,transfer,False,-0.27806794492862896,False,False
2024-10-07,1028.379336312812,1003,payment,False,-0.18534370356760704,False,False
2024-10-08,1165.5326686302617,1008,payment,False,-0.08336575780985926,False,False
2024-10-09,1396.504204036338,1005,payment,False,0.08836906125168137,False,False
2024-10-10,5571.825614270612,1015,payment,True,3.1928557922668306,True,True
2024-10-11,1533.2583436640666,1001,payment,False,0.19005019431249048,False,False
2024-10-12,511.97805011937453,1007,payment,False,-0.5693047890392836,False,False
2024-10-13,962.0537262411042,1010,payment,False,-0.23465894332122125,False,False
2024-10-14,1147.0793016211442,1012,payment,False,-0.09708643399108377,False,False
2024-10-15,1070.247966933758,1016,payment,False,-0.15421302033687379,False,False
2024-10-16,844.3251200448516,1007,refund,False,-0.3221939759300443,False,False
2024-10-17,947.9694374106812,1017,payment,False,-0.24513106833719212,False,False
2024-10-18,876.7497663352918,1017,payment,False,-0.2980852009936297,False,False
2024-10-19,852.6588107639471,1013,payment,False,-0.31599760690456014,False,False
2024-10-20,1212.4005242552562,1014,payment,False,-0.04851798883516728,False,False
2024-10-21,1089.2538714912619,1005,payment,False,-0.14008151458857737,False,False
2024-10-22,826.7726011848365,1010,refund,False,-0.33524484232879476,False,False
2024-10-23,1224.8999688583126,1012,payment,False,-0.03922424684439913,False,False
2024-10-24,1076.8248802191524,1000,payment,False,-0.1493228722454007,False,False
2024-10-25,1203.21552970974,1005,payment,False,-0.05534732983418795,False,False
2024-10-26,1157.4072104809031,1008,payment,False,-0.08940729917390175,False,False
2024-10-27,792.751247269482,1007,payment,False,-0.360540821110812,False,False
2024-10-28,859.9547399507576,1010,payment,False,-0.3105728471973528,False,False
2024-10-29,1186.8234012808155,1018,payment,False,-0.06753540835574945,False,False
2024-10-30,1152.5925663583662,1008,payment,False,-0.0929871430528278,False,False
2024-10-31,994.774601508963,1016,payment,False,-0.2103299125435476,False,False
2024-11-01,1029.3318458271956,1011,payment,False,-0.18463548188643986,False,False
2024-11-02,9391.40188618475,1013,refund,True,6.032834488324249,True,True
2024-11-03,852.1071527910425,1014,refund,False,-0.31640778247876705,False,False
2024-11-04,1136.7743452925095,1015,refund,False,-0.10474850285781133,False,False
2024-11-05,949.4518368915265,1019,payment,False,-0.2440288562997984,False,False
2024-11-06,945.579699193195,1000,payment,False,-0.24690791611916188,False,False
2024-11-07,1274.6942129967974,1009,payment,False,-0.0022006132074903597,False,False
2024-11-08,1206.3540872470076,1007,payment,False,-0.05301371062942637,False,False
2024-11-09,1203.3774090001596,1017,payment,False,-0.05522696733756624,False,False
2024-11-10,1326.3697017885822,1000,payment,False,0.03622178677340515,False,False
2024-11-11,1005.2509604081897,1001,payment,False,-0.2025404003128767,False,False
2024-11-12,1170.488242823741,1000,transfer,False,-0.07968112785765767,False,False
2024-11-13,922.433310851636,1000,payment,False,-0.2641180056948197,False,False
2024-11-14,1081.0415881221106,1008,payment,False,-0.14618761331630042,False,False
2024-11-15,967.4642364080788,1012,payment,False,-0.23063605373475157,False,False
2024-11-16,1024.2489912481794,1000,refund,False,-0.18841474892862664,False,False
2024-11-17,1148.7892563592284,1012,payment,False,-0.09581502724811855,False,False
2024-11-18,795.4448291916319,1019,payment,False,-0.35853805569119185,False,False
2024-11-19,1523.096818921365,1006,payment,False,0.18249477147647236,False,False
2024-11-20,748.4956546250745,1001,payment,False,-0.3934462879333208,False,False
2024-11-21,696.4528468030669,1005,payment,False,-0.4321418015127481,False,False
2024-11-22,1289.527718375017,1006,refund,False,0.008828578583170052,False,False
2024-11-23,1197.915673490734,1013,payment,False,-0.05928794462562958,False,False
2024-11-24,1156.0299542630387,1017,payment,False,-0.09043133378907844,False,False
2024-11-25,1157.08637731607,1014,payment,False,-0.08964584902557372,False,False
2024-11-26,996.9383067882713,1001,payment,False,-0.20872112757361078,False,False
2024-11-27,775.6864071285421,1009,payment,False,-0.3732290825832312,False,False
2024-11-28,1018.9511395484316,1011,payment,False,-0.19235387329506207,False,False
2024-11-29,830.7095721219721,1016,payment,False,-0.3323175768960615,False,False
2024-11-30,1243.7799333544378,1007,payment,False,-0.025186381611655474,False,False
2024-12-01,963.2356546244654,1010,payment,False,-0.2337801412787818,False,False
2024-12-02,793.6257008018721,1002,payment,False,-0.35989063658093595,False,False
2024-12-03,919.6535395867517,1005,payment,False,-0.2661848556829279,False,False
2024-12-04,1103.2328635689062,1008,transfer,False,-0.12968768111946063,False,False
2024-12-05,859.0688617990063,1005,payment,False,-0.3112315263018325,False,False
2024-12-06,794.4449011083922,1008,payment,False,-0.35928153461446183,False,False
2024-12-07,1060.921802872978,1006,refund,False,-0.16114732544377988,False,False
2024-12-08,1061.2416427771807,1008,payment,False,-0.16090951411356413,False,False
2024-12-09,873.2642061572176,1017,transfer,False,-0.30067682790322825,False,False
2024-12-10,882.2404235954193,1011,payment,False,-0.29400271944697876,False,False
2024-12-11,1058.0124843394092,1007,transfer,False,-0.16331049802293096,False,False
2024-12-12,637.978914625669,1007,payment,False,-0.47561906439125456,False,False
2024-12-13,648.1340564058612,1017,payment,False,-0.4680683874946428,False,False
2024-12-14,820.388944686891,1019,payment,False,-0.3399912977381086,False,False
2024-12-15,946.6382120720382,1014,transfer,False,-0.24612087750246459,False,False
2024-12-16,1077.7268913995013,1006,refund,False,-0.14865219771151778,False,False
2024-12-17,1368.839054237388,1010,payment,False,0.0677991261439628,False,False
2024-12-18,1214.4149058005048,1019,payment,False,-0.047020230898952436,False,False
2024-12-19,960.0153675091432,1015,transfer,False,-0.23617452907251477,False,False
2024-12-20,995.2459480243278,1003,payment,False,-0.2099794511397683,False,False
2024-12-21,749.3676588405478,1005,refund,False,-0.39279792454991974,False,False
2024-12-22,6157.375203618784,1002,refund,True,3.628230881242502,True,False
2024-12-23,927.8353402699654,1008,payment,False,-0.26010142181970763,False,False
2024-12-24,1080.6796400845224,1009,payment,False,-0.14645673340781135,False,False
2024-12-25,793.1922641119193,1013,payment,False,-0.36021291080140566,False,False
2024-12-26,1129.836628560293,1010,payment,False,-0.10990692000048083,False,False
2024-12-27,1383.1847282506444,1017,transfer,False,0.07846559951112922,False,False
2024-12-28,9595.834052785653,1011,payment,True,6.184836426917419,True,True
2024-12-29,1100.4279305247353,1011,transfer,False,-0.1317732397056021,False,False
2024-12-30,1172.5359979277782,1012,payment,False,-0.07815855559932339,False,False
2024-12-31,899.694882028541,1012,transfer,False,-0.28102476415236083,False,False
2025-01-01,1056.0231204526042,1018,payment,False,-0.16478965451962813,False,False
2025-01-02,1003.1481001954487,1018,payment,False,-0.2041039450047015,False,False
2025-01-03,1024.419024637208,1013,payment,False,-0.1882883235955314,False,False
2025-01-04,806.7475540361334,1003,refund,False,-0.3501341136094968,False,False
2025-01-05,1006.1275435647357,1012,payment,False,-0.20188863233845014,False,False
2025-01-06,1124.4995728113624,1007,refund,False,-0.1138751938475267,False,False
2025-01-07,1362.7859019487605,1018,payment,False,0.0632984113211958,False,False
